,is_referenced_by_count
43124,5.0
43125,1.0
43126,9.0
43127,1.0
43128,20.0
43129,58.0
43130,1.0
43131,1675.0
43132,622.0
43133,181.0
43134,24.0
43135,809.0
43136,81.0
43137,202.0
43138,887.0
43139,52.0
43140,2215.0
43141,123.0
43142,451.0
43143,136.0
43144,67.0
43145,1014.0
43146,60.0
43147,3.0
43148,3.0
43149,3.0
43150,3.0
43151,57.0
43152,21.0
43153,12.0
43154,45.0
43155,23.0
43156,37.0
43157,30.0
43158,22.0
43159,21.0
43160,8.0
43161,32.0
43162,21.0
43163,10.0
43164,20.0
43165,38.0
43166,55.0
43167,103.0
43168,23.0
43169,37.0
43170,17.0
43171,18.0
43172,144.0
43173,11.0
43174,10.0
43175,12.0
43176,31.0
43177,4.0
43178,16.0
43179,48.0
43180,15.0
43181,2.0
43182,6.0
43183,50.0
43184,73.0
43185,24.0
43186,15.0
43187,71.0
43188,16.0
43189,44.0
43190,39.0
43191,57.0
43192,39.0
43193,65.0
43194,39.0
43195,36.0
43196,26.0
43197,47.0
43198,20.0
43199,39.0
43200,11.0
43201,8.0
43202,8.0
43203,2.0
43204,15.0
43205,11.0
43206,18.0
43207,15.0
43208,19.0
43209,99.0
43210,82.0
43211,131.0
43212,22.0
43213,50.0
43214,83.0
43215,95.0
43216,148.0
43217,33.0
43218,20.0
43219,5.0
43220,3.0
43221,6.0
43222,46.0
43223,3.0
43224,33.0
43225,44.0
43226,31.0
43227,21.0
43228,5.0
43229,37.0
43230,4.0
43231,3.0
43232,4.0
43233,0.0
43234,17.0
43235,23.0
43236,16.0
43237,19.0
43238,6.0
43239,28.0
43240,15.0
43241,39.0
43242,16.0
43243,1.0
43244,12.0
43245,10.0
43246,33.0
43247,2.0
43248,4.0
43249,9.0
43250,369.0
43251,2.0
43252,76.0
43253,20.0
43254,91.0
43255,15.0
43256,12.0
43257,8.0
43258,9.0
43259,3.0
43260,4.0
43261,3.0
43262,20.0
43263,46.0
43264,8.0
43265,19.0
43266,82.0
43267,13.0
43268,8.0
43269,30.0
43270,7.0
43271,12.0
43272,6.0
43273,39.0
43274,40.0
43275,24.0
43276,2.0
43277,10.0
43278,28.0
43279,10.0
43280,21.0
43281,7.0
43282,12.0
43283,20.0
43284,17.0
43285,6.0
43286,1.0
43287,3.0
43288,7.0
43289,8.0
43290,8.0
43291,8.0
43292,25.0
43293,23.0
43294,22.0
43295,22.0
43296,3.0
43297,20.0
43298,2.0
43299,18.0
43300,19.0
43301,10.0
43302,14.0
43303,8.0
43304,35.0
43305,0.0
43306,35.0
43307,8.0
43308,55.0
43309,47.0
43310,12.0
43311,5.0
43312,9.0
43313,14.0
43314,12.0
43315,14.0
43316,16.0
43317,15.0
43318,45.0
43319,59.0
43320,29.0
43321,14.0
43322,35.0
43323,3.0
43324,9.0
43325,20.0
43326,25.0
43327,58.0
43328,8.0
43329,49.0
43330,12.0
43331,1835.0
43332,35.0
43333,83.0
43334,107.0
43335,87.0
43336,17.0
43337,24.0
43338,14.0
43339,3.0
43340,4.0
43341,5.0
43342,3.0
43343,1.0
43344,5.0
43345,9.0
43346,0.0
43347,22.0
43348,14.0
43349,9.0
43350,1.0
43351,1.0
43352,0.0
43353,6.0
43354,1.0
43355,5.0
43356,0.0
43357,10.0
43358,22.0
43359,139.0
43360,7.0
43361,18.0
43362,22.0
43363,107.0
43364,15.0
43365,2.0
43366,28.0
43367,3.0
43368,41.0
43369,27.0
43370,1.0
43371,23.0
43372,12.0
43373,8.0
43374,7.0
43375,83.0
43376,6.0
43377,3.0
43378,18.0
43379,14.0
43380,12.0
43381,8.0
43382,23.0
43383,16.0
43384,2.0
43385,2.0
43386,41.0
43387,10.0
43388,9.0
43389,12.0
43390,18.0
43391,9.0
43392,33.0
43393,19.0
43394,18.0
43395,7.0
43396,14.0
43397,52.0
43398,3.0
43399,13.0
43400,2.0
43401,10.0
43402,8.0
43403,14.0
43404,17.0
43405,5.0
43406,3.0
43407,3.0
43408,11.0
43409,22.0
43410,18.0
43411,0.0
43412,31.0
43413,10.0
43414,9.0
43415,4.0
43416,0.0
43417,5.0
43418,1.0
43419,7.0
43420,0.0
43421,2.0
43422,4.0
43423,18.0
43424,1.0
43425,6.0
43426,4.0
43427,9.0
43428,28.0
43429,1.0
43430,12.0
43431,11.0
43432,20.0
43433,3.0
43434,13.0
43435,8.0
43436,8.0
43437,12.0
43438,1.0
43439,4.0
43440,6.0
43441,7.0
43442,20.0
43443,0.0
43444,17.0
43445,11.0
43446,11.0
43447,11.0
43448,28.0
43449,25.0
43450,32.0
43451,4.0
43452,79.0
43453,40.0
43454,25.0
43455,18.0
43456,54.0
43457,18.0
43458,54.0
43459,33.0
43460,33.0
43461,29.0
43462,29.0
43463,54.0
43464,54.0
43465,11.0
43466,11.0
43467,7.0
43468,7.0
43469,13.0
43470,13.0
43471,6.0
43472,6.0
43473,18.0
43474,18.0
43475,26.0
43476,26.0
43477,13.0
43478,13.0
43479,21.0
43480,21.0
43481,0.0
43482,0.0
43483,6.0
43484,6.0
43485,25.0
43486,25.0
43487,3.0
43488,3.0
43489,11.0
43490,11.0
43491,4.0
43492,4.0
43493,9.0
43494,9.0
43495,30.0
43496,30.0
43497,13.0
43498,13.0
43499,12.0
43500,12.0
43501,23.0
43502,23.0
43503,15.0
43504,15.0
43505,14.0
43506,14.0
43507,11.0
43508,11.0
43509,20.0
43510,20.0
43511,16.0
43512,16.0
43513,3.0
43514,3.0
43515,22.0
43516,22.0
43517,5.0
43518,5.0
43519,0.0
43520,0.0
43521,11.0
43522,11.0
43523,8.0
43524,8.0
43525,5.0
43526,5.0
43527,1.0
43528,1.0
43529,31.0
43530,31.0
43531,20.0
43532,20.0
43533,1.0
43534,1.0
43535,8.0
43536,8.0
43537,1.0
43538,1.0
43539,7.0
43540,7.0
43541,7.0
43542,7.0
43543,13.0
43544,13.0
43545,17.0
43546,17.0
43547,0.0
43548,0.0
43549,12.0
43550,12.0
43551,9.0
43552,9.0
43553,35.0
43554,35.0
43555,6.0
43556,6.0
43557,13.0
43558,13.0
43559,17.0
43560,17.0
43561,8.0
43562,8.0
43563,9.0
43564,9.0
43565,8.0
43566,8.0
43567,4.0
43568,4.0
43569,5.0
43570,5.0
43571,72.0
43572,72.0
43573,55.0
43574,55.0
43575,48.0
43576,48.0
43577,23.0
43578,23.0
43579,27.0
43580,27.0
43581,24.0
43582,24.0
43583,22.0
43584,22.0
43585,14.0
43586,14.0
43587,79.0
43588,79.0
43589,23.0
43590,23.0
43591,14.0
43592,14.0
43593,27.0
43594,27.0
43595,69.0
43596,69.0
43597,29.0
43598,29.0
43599,12.0
43600,12.0
43601,0.0
43602,0.0
43603,5.0
43604,5.0
43605,13.0
43606,13.0
43607,2.0
43608,2.0
43609,0.0
43610,0.0
43611,5.0
43612,5.0
43613,57.0
43614,57.0
43615,3.0
43616,3.0
43617,77.0
43618,77.0
43619,173.0
43620,173.0
43621,11.0
43622,11.0
43623,0.0
43624,0.0
43625,78.0
43626,78.0
43627,50.0
43628,50.0
43629,12.0
43630,12.0
43631,11.0
43632,11.0
43633,8.0
43634,8.0
43635,18.0
43636,18.0
43637,5.0
43638,5.0
43639,10.0
43640,10.0
43641,4.0
43642,4.0
43643,23.0
43644,23.0
43645,60.0
43646,64.0
43647,76.0
43648,211.0
43649,81.0
43650,52.0
43651,93.0
43652,57.0
43653,99.0
43654,41.0
43655,63.0
43656,106.0
43657,36.0
43658,42.0
43659,108.0
43660,40.0
43661,128.0
43662,27.0
43663,48.0
43664,29.0
43665,99.0
43666,18.0
43667,0.0
43668,35.0
43669,44.0
43670,28.0
43671,104.0
43672,37.0
43673,78.0
43674,70.0
43675,25.0
43676,20.0
43677,65.0
43678,94.0
43679,58.0
43680,54.0
43681,71.0
43682,13.0
43683,63.0
43684,16.0
43685,19.0
43686,81.0
43687,38.0
43688,28.0
43689,105.0
43690,30.0
43691,118.0
43692,14.0
43693,53.0
43694,40.0
43695,9.0
43696,22.0
43697,213.0
43698,23.0
43699,37.0
43700,8.0
43701,79.0
43702,30.0
43703,67.0
43704,67.0
43705,72.0
43706,24.0
43707,121.0
43708,29.0
43709,15.0
43710,29.0
43711,16.0
43712,24.0
43713,63.0
43714,72.0
43715,62.0
43716,70.0
43717,16.0
43718,28.0
43719,67.0
43720,26.0
43721,74.0
43722,31.0
43723,42.0
43724,4.0
43725,19.0
43726,42.0
43727,31.0
43728,23.0
43729,4.0
43730,57.0
43731,79.0
43732,14.0
43733,18.0
43734,23.0
43735,9.0
43736,39.0
43737,72.0
43738,116.0
43739,180.0
43740,114.0
43741,32.0
43742,140.0
43743,26.0
43744,46.0
43745,61.0
43746,43.0
43747,23.0
43748,59.0
43749,58.0
43750,9.0
43751,113.0
43752,53.0
43753,17.0
43754,6.0
43755,51.0
43756,50.0
43757,23.0
43758,51.0
43759,62.0
43760,46.0
43761,47.0
43762,49.0
43763,60.0
43764,35.0
43765,30.0
43766,159.0
43767,43.0
43768,58.0
43769,70.0
43770,121.0
43771,32.0
43772,57.0
43773,6.0
43774,66.0
43775,43.0
43776,200.0
43777,233.0
43778,184.0
43779,156.0
43780,35.0
43781,11.0
43782,10.0
43783,20.0
43784,135.0
43785,224.0
43786,62.0
43787,62.0
43788,93.0
43789,123.0
43790,157.0
43791,62.0
43792,135.0
43793,177.0
43794,278.0
43795,19.0
43796,40.0
43797,41.0
43798,37.0
43799,33.0
43800,159.0
43801,72.0
43802,33.0
43803,46.0
43804,52.0
43805,49.0
43806,33.0
43807,26.0
43808,21.0
43809,12.0
43810,28.0
43811,37.0
43812,43.0
43813,37.0
43814,51.0
43815,81.0
43816,23.0
43817,100.0
43818,55.0
43819,17.0
43820,63.0
43821,40.0
43822,40.0
43823,36.0
43824,25.0
43825,9.0
43826,11.0
43827,15.0
43828,71.0
43829,33.0
43830,46.0
43831,6.0
43832,9.0
43833,128.0
43834,39.0
43835,7.0
43836,93.0
43837,14.0
43838,27.0
43839,14.0
43840,362.0
43841,16.0
43842,69.0
43843,16.0
43844,12.0
43845,12.0
43846,20.0
43847,21.0
43848,4.0
43849,17.0
43850,5.0
43851,40.0
43852,30.0
43853,13.0
43854,22.0
43855,20.0
43856,16.0
43857,39.0
43858,37.0
43859,12.0
43860,37.0
43861,16.0
43862,6.0
43863,48.0
43864,7.0
43865,114.0
43866,5.0
43867,77.0
43868,45.0
43869,20.0
43870,210.0
43871,34.0
43872,34.0
43873,54.0
43874,15.0
43875,321.0
43876,34.0
43877,87.0
43878,9.0
43879,8.0
43880,16.0
43881,28.0
43882,10.0
43883,17.0
43884,9.0
43885,16.0
43886,23.0
43887,6.0
43888,2.0
43889,6.0
43890,15.0
43891,6.0
43892,4.0
43893,500.0
43894,386.0
43895,155.0
43896,89.0
43897,128.0
43898,97.0
43899,183.0
43900,206.0
43901,4.0
43902,146.0
43903,43.0
43904,33.0
43905,33.0
43906,11.0
43907,19.0
43908,107.0
43909,32.0
43910,75.0
43911,235.0
43912,337.0
43913,36.0
43914,18.0
43915,28.0
43916,95.0
43917,83.0
43918,30.0
43919,145.0
43920,72.0
43921,94.0
43922,13.0
43923,91.0
43924,48.0
43925,77.0
43926,43.0
43927,48.0
43928,38.0
43929,21.0
43930,85.0
43931,12.0
43932,6.0
43933,40.0
43934,10.0
43935,649.0
43936,7.0
43937,23.0
43938,47.0
43939,58.0
43940,10.0
43941,62.0
43942,16.0
43943,80.0
43944,49.0
43945,128.0
43946,128.0
43947,137.0
43948,73.0
43949,5.0
43950,37.0
43951,25.0
43952,28.0
43953,83.0
43954,210.0
43955,241.0
43956,17.0
43957,9.0
43958,25.0
43959,30.0
43960,30.0
43961,15.0
43962,45.0
43963,85.0
43964,36.0
43965,54.0
43966,7.0
43967,49.0
43968,27.0
43969,0.0
43970,0.0
43971,55.0
43972,287.0
43973,17.0
43974,84.0
43975,131.0
43976,45.0
43977,61.0
43978,85.0
43979,179.0
43980,119.0
43981,22.0
43982,20.0
43983,31.0
43984,22.0
43985,9.0
43986,31.0
43987,33.0
43988,143.0
43989,17.0
43990,20.0
43991,126.0
43992,79.0
43993,145.0
43994,277.0
43995,107.0
43996,239.0
43997,161.0
43998,182.0
43999,82.0
44000,165.0
44001,254.0
44002,312.0
44003,294.0
44004,442.0
44005,471.0
44006,0.0
44007,16.0
44008,89.0
44009,48.0
44010,30.0
44011,47.0
44012,24.0
44013,24.0
44014,53.0
44015,53.0
44016,78.0
44017,53.0
44018,29.0
44019,6.0
44020,31.0
44021,87.0
44022,33.0
44023,25.0
44024,37.0
44025,58.0
44026,48.0
44027,24.0
44028,19.0
44029,29.0
44030,26.0
44031,64.0
44032,127.0
44033,22.0
44034,7.0
44035,55.0
44036,121.0
44037,55.0
44038,245.0
44039,245.0
44040,69.0
44041,367.0
44042,137.0
44043,35.0
44044,480.0
44045,261.0
44046,708.0
44047,895.0
44048,638.0
44049,17.0
44050,33.0
44051,0.0
44052,3.0
44053,5.0
44054,29.0
44055,12.0
44056,18.0
44057,0.0
44058,0.0
44059,7.0
44060,10.0
44061,25.0
44062,0.0
44063,12.0
44064,11.0
44065,0.0
44066,6.0
44067,27.0
44068,13.0
44069,0.0
44070,32.0
44071,51.0
44072,16.0
44073,28.0
44074,8.0
44075,17.0
44076,6.0
44077,7.0
44078,14.0
44079,17.0
44080,25.0
44081,6.0
44082,16.0
44083,18.0
44084,11.0
44085,16.0
44086,48.0
44087,11.0
44088,41.0
44089,34.0
44090,19.0
44091,25.0
44092,33.0
44093,14.0
44094,15.0
44095,6.0
44096,15.0
44097,18.0
44098,19.0
44099,27.0
44100,35.0
44101,6.0
44102,10.0
44103,32.0
44104,87.0
44105,87.0
44106,124.0
44107,122.0
44108,12.0
44109,12.0
44110,12.0
44111,35.0
44112,46.0
44113,27.0
44114,0.0
44115,0.0
44116,4.0
44117,2.0
44118,10.0
44119,17.0
44120,9.0
44121,7.0
44122,13.0
44123,35.0
44124,0.0
44125,0.0
44126,19.0
44127,0.0
44128,2.0
44129,97.0
44130,6.0
44131,0.0
44132,0.0
44133,1.0
44134,0.0
44135,27.0
44136,2.0
44137,2.0
44138,2.0
44139,0.0
44140,0.0
44141,0.0
44142,1.0
44143,0.0
44144,0.0
44145,4.0
44146,6.0
44147,2.0
44148,3.0
44149,3.0
44150,10.0
44151,11.0
44152,122.0
44153,54.0
44154,41.0
44155,89.0
44156,1.0
44157,92.0
44158,114.0
44159,28.0
44160,46.0
44161,15.0
44162,53.0
44163,17.0
44164,7.0
44165,0.0
44166,9.0
44167,21.0
44168,13.0
44169,18.0
44170,47.0
44171,78.0
44172,161.0
44173,101.0
44174,161.0
44175,100.0
44176,80.0
44177,73.0
44178,70.0
44179,167.0
44180,0.0
44181,2.0
44182,177.0
44183,279.0
44184,27.0
44185,22.0
44186,43.0
44187,91.0
44188,0.0
44189,0.0
44190,0.0
44191,1.0
44192,0.0
44193,0.0
44194,0.0
44195,30.0
44196,24.0
44197,55.0
44198,44.0
44199,20.0
44200,73.0
44201,253.0
44202,143.0
44203,3.0
44204,19.0
44205,8.0
44206,0.0
44207,23.0
44208,0.0
44209,3.0
44210,40.0
44211,18.0
44212,46.0
44213,34.0
44214,67.0
44215,59.0
44216,37.0
44217,133.0
44218,47.0
44219,17.0
44220,16.0
44221,13.0
44222,2.0
44223,14.0
44224,0.0
44225,0.0
44226,9.0
44227,12.0
44228,144.0
44229,203.0
44230,31.0
44231,19.0
44232,9.0
44233,1.0
44234,2.0
44235,29.0
44236,10.0
44237,9.0
44238,3.0
44239,2.0
44240,17.0
44241,17.0
44242,7.0
44243,2.0
44244,22.0
44245,139.0
44246,57.0
44247,13.0
44248,21.0
44249,45.0
44250,9.0
44251,6.0
44252,68.0
44253,22.0
44254,0.0
44255,1.0
44256,5.0
44257,20.0
44258,3.0
44259,11.0
44260,44.0
44261,16.0
44262,8.0
44263,36.0
44264,38.0
44265,2.0
44266,0.0
44267,0.0
44268,14.0
44269,18.0
44270,31.0
44271,6.0
44272,97.0
44273,9.0
44274,22.0
44275,25.0
44276,14.0
44277,15.0
44278,9.0
44279,0.0
44280,0.0
44281,19.0
44282,29.0
44283,31.0
44284,40.0
44285,36.0
44286,0.0
44287,64.0
44288,0.0
44289,22.0
44290,24.0
44291,29.0
44292,180.0
44293,127.0
44294,1006.0
44295,358.0
44296,65.0
44297,20.0
44298,78.0
44299,274.0
44300,486.0
44301,92.0
44302,456.0
44303,29.0
44304,17.0
44305,19.0
44306,0.0
44307,1.0
44308,3.0
44309,0.0
44310,0.0
44311,0.0
44312,0.0
44313,16.0
44314,16.0
44315,16.0
44316,2.0
44317,20.0
44318,27.0
44319,31.0
44320,36.0
44321,36.0
44322,36.0
44323,60.0
44324,60.0
44325,32.0
44326,245.0
44327,245.0
44328,245.0
44329,32.0
44330,17.0
44331,30.0
44332,27.0
44333,105.0
44334,12.0
44335,8.0
44336,18.0
44337,32.0
44338,22.0
44339,58.0
44340,6.0
44341,16.0
44342,22.0
44343,18.0
44344,14.0
44345,19.0
44346,19.0
44347,19.0
44348,0.0
44349,11.0
44350,6.0
44351,6.0
44352,2.0
44353,35.0
44354,10.0
44355,10.0
44356,5.0
44357,51.0
44358,21.0
44359,38.0
44360,0.0
44361,20.0
44362,24.0
44363,33.0
44364,34.0
44365,14.0
44366,18.0
44367,0.0
44368,1.0
44369,3.0
44370,1.0
44371,0.0
44372,8.0
44373,29.0
44374,11.0
44375,20.0
44376,45.0
44377,5.0
44378,2.0
44379,4.0
44380,9.0
44381,49.0
44382,64.0
44383,31.0
44384,14.0
44385,8.0
44386,24.0
44387,3.0
44388,0.0
44389,4.0
44390,1.0
44391,161.0
44392,161.0
44393,161.0
44394,25.0
44395,3.0
44396,55.0
44397,49.0
44398,6.0
44399,4.0
44400,3.0
44401,35.0
44402,2.0
44403,12.0
44404,26.0
44405,8.0
44406,20.0
44407,0.0
44408,5.0
44409,9.0
44410,1.0
44411,32.0
44412,32.0
44413,4.0
44414,3.0
44415,1.0
44416,49.0
44417,3.0
44418,19.0
44419,8.0
44420,1.0
44421,1.0
44422,6.0
44423,9.0
44424,4.0
44425,46.0
44426,28.0
44427,109.0
44428,21.0
44429,36.0
44430,9.0
44431,5.0
44432,30.0
44433,24.0
44434,40.0
44435,8.0
44436,17.0
44437,34.0
44438,2.0
44439,8.0
44440,5.0
44441,15.0
44442,13.0
44443,3.0
44444,13.0
44445,9.0
44446,12.0
44447,9.0
44448,4.0
44449,13.0
44450,11.0
44451,8.0
44452,9.0
44453,14.0
44454,3.0
44455,9.0
44456,9.0
44457,29.0
44458,20.0
44459,26.0
44460,5.0
44461,10.0
44462,21.0
44463,45.0
44464,22.0
44465,14.0
44466,16.0
44467,33.0
44468,31.0
44469,24.0
44470,1.0
44471,27.0
44472,119.0
44473,332.0
44474,13.0
44475,12.0
44476,17.0
44477,5.0
44478,2.0
44479,0.0
44480,2.0
44481,1.0
44482,3.0
44483,6.0
44484,3.0
44485,2.0
44486,2.0
44487,9.0
44488,0.0
44489,2.0
44490,6.0
44491,2.0
44492,2.0
44493,3.0
44494,57.0
44495,30.0
44496,30.0
44497,44.0
44498,111.0
44499,21.0
44500,20.0
44501,46.0
44502,10.0
44503,19.0
44504,47.0
44505,35.0
44506,26.0
44507,26.0
44508,48.0
44509,0.0
44510,11.0
44511,8.0
44512,3.0
44513,0.0
44514,28.0
44515,19.0
44516,4.0
44517,0.0
44518,2.0
44519,7.0
44520,1.0
44521,6.0
44522,0.0
44523,8.0
44524,4.0
44525,20.0
44526,25.0
44527,1.0
44528,5.0
44529,19.0
44530,0.0
44531,1.0
44532,6.0
44533,17.0
44534,29.0
44535,10.0
44536,16.0
44537,1.0
44538,3.0
44539,13.0
44540,5.0
44541,0.0
44542,0.0
44543,4.0
44544,5.0
44545,5.0
44546,5.0
44547,45.0
44548,9.0
44549,13.0
44550,17.0
44551,9.0
44552,2.0
44553,29.0
44554,3.0
44555,19.0
44556,23.0
44557,23.0
44558,10.0
44559,5.0
44560,39.0
44561,54.0
44562,44.0
44563,31.0
44564,6.0
44565,21.0
44566,76.0
44567,24.0
44568,1.0
44569,146.0
44570,31.0
44571,35.0
44572,23.0
44573,8.0
44574,27.0
44575,4.0
44576,27.0
44577,94.0
44578,7.0
44579,3.0
44580,25.0
44581,76.0
44582,14.0
44583,3.0
44584,24.0
44585,30.0
44586,16.0
44587,45.0
44588,19.0
44589,45.0
44590,28.0
44591,10.0
44592,0.0
44593,4.0
44594,12.0
44595,13.0
44596,2.0
44597,3.0
44598,1.0
44599,10.0
44600,1.0
44601,11.0
44602,4.0
44603,4.0
44604,5.0
44605,13.0
44606,8.0
44607,0.0
44608,1.0
44609,19.0
44610,0.0
44611,82.0
44612,81.0
44613,24.0
44614,15.0
44615,14.0
44616,8.0
44617,9.0
44618,15.0
44619,26.0
44620,38.0
44621,38.0
44622,3.0
44623,24.0
44624,22.0
44625,17.0
44626,5.0
44627,0.0
44628,10.0
44629,18.0
44630,18.0
44631,6.0
44632,7.0
44633,0.0
44634,3.0
44635,14.0
44636,11.0
44637,12.0
44638,4.0
44639,11.0
44640,12.0
44641,33.0
44642,13.0
44643,11.0
44644,17.0
44645,40.0
44646,11.0
44647,27.0
44648,57.0
44649,16.0
44650,35.0
44651,62.0
44652,9.0
44653,235.0
44654,87.0
44655,22.0
44656,37.0
44657,381.0
44658,5.0
44659,133.0
44660,30.0
44661,23.0
44662,29.0
44663,74.0
44664,41.0
44665,7.0
44666,31.0
44667,5.0
44668,5.0
44669,2.0
44670,6.0
44671,1.0
44672,3.0
44673,2.0
44674,3.0
44675,6.0
44676,19.0
44677,17.0
44678,4.0
44679,24.0
44680,2.0
44681,4.0
44682,0.0
44683,23.0
44684,5.0
44685,15.0
44686,21.0
44687,8.0
44688,20.0
44689,10.0
44690,0.0
44691,6.0
44692,1.0
44693,7.0
44694,11.0
44695,4.0
44696,1.0
44697,30.0
44698,23.0
44699,15.0
44700,23.0
44701,9.0
44702,3.0
44703,106.0
44704,41.0
44705,1.0
44706,42.0
44707,1.0
44708,4.0
44709,10.0
44710,64.0
44711,90.0
44712,9.0
44713,29.0
44714,15.0
44715,60.0
44716,104.0
44717,63.0
44718,156.0
44719,61.0
44720,186.0
44721,190.0
44722,119.0
44723,143.0
44724,202.0
44725,58.0
44726,70.0
44727,29.0
44728,153.0
44729,45.0
44730,134.0
44731,80.0
44732,12.0
44733,51.0
44734,51.0
44735,63.0
44736,41.0
44737,0.0
44738,3.0
44739,0.0
44740,63.0
44741,29.0
44742,22.0
44743,25.0
44744,37.0
44745,3.0
44746,1.0
44747,10.0
44748,2.0
44749,6.0
44750,2.0
44751,0.0
44752,14.0
44753,8.0
44754,39.0
44755,71.0
44756,101.0
44757,111.0
44758,67.0
44759,17.0
44760,36.0
44761,26.0
44762,10.0
44763,20.0
44764,9.0
44765,31.0
44766,18.0
44767,45.0
44768,49.0
44769,33.0
44770,46.0
44771,60.0
44772,4.0
44773,0.0
44774,17.0
44775,17.0
44776,24.0
44777,8.0
44778,8.0
44779,13.0
44780,49.0
44781,14.0
44782,1.0
44783,14.0
44784,17.0
44785,21.0
44786,20.0
44787,30.0
44788,28.0
44789,2.0
44790,19.0
44791,29.0
44792,41.0
44793,3.0
44794,3.0
44795,0.0
44796,0.0
44797,0.0
44798,3.0
44799,3.0
44800,3.0
44801,0.0
44802,8.0
44803,15.0
44804,5.0
44805,13.0
44806,2.0
44807,4.0
44808,6.0
44809,5.0
44810,2.0
44811,0.0
44812,0.0
44813,9.0
44814,0.0
44815,1.0
44816,1.0
44817,0.0
44818,1.0
44819,0.0
44820,9.0
44821,7.0
44822,3.0
44823,4.0
44824,7.0
44825,1.0
44826,0.0
44827,88.0
44828,93.0
44829,44.0
44830,35.0
44831,8.0
44832,78.0
44833,46.0
44834,27.0
44835,14.0
44836,55.0
44837,97.0
44838,24.0
44839,0.0
44840,31.0
44841,5.0
44842,28.0
44843,56.0
44844,35.0
44845,36.0
44846,8.0
44847,55.0
44848,11.0
44849,26.0
44850,6.0
44851,44.0
44852,60.0
44853,118.0
44854,38.0
44855,111.0
44856,9.0
44857,6.0
44858,26.0
44859,69.0
44860,74.0
44861,27.0
44862,9.0
44863,23.0
44864,23.0
44865,19.0
44866,13.0
44867,27.0
44868,110.0
44869,12.0
44870,0.0
44871,0.0
44872,1.0
44873,0.0
44874,1.0
44875,2.0
44876,31.0
44877,44.0
44878,23.0
44879,34.0
44880,38.0
44881,74.0
44882,50.0
44883,33.0
44884,25.0
44885,9.0
44886,43.0
44887,4.0
44888,40.0
44889,78.0
44890,28.0
44891,57.0
44892,108.0
44893,111.0
44894,26.0
44895,35.0
44896,3.0
44897,6.0
44898,3.0
44899,0.0
44900,2.0
44901,4.0
44902,5.0
44903,2.0
44904,3.0
44905,2.0
44906,10.0
44907,11.0
44908,29.0
44909,1.0
44910,1.0
44911,265.0
44912,27.0
44913,45.0
44914,1.0
44915,6.0
44916,73.0
44917,4.0
44918,5.0
44919,9.0
44920,10.0
44921,16.0
44922,11.0
44923,9.0
44924,2.0
44925,7.0
44926,36.0
44927,40.0
44928,38.0
44929,1.0
44930,18.0
44931,80.0
44932,26.0
44933,123.0
44934,1.0
44935,6.0
44936,4.0
44937,9.0
44938,4.0
44939,81.0
44940,227.0
44941,54.0
44942,16.0
44943,209.0
44944,76.0
44945,15.0
44946,18.0
44947,19.0
44948,8.0
44949,13.0
44950,24.0
44951,8.0
44952,8.0
44953,11.0
44954,31.0
44955,136.0
44956,90.0
44957,24.0
44958,13.0
44959,14.0
44960,14.0
44961,8.0
44962,10.0
44963,25.0
44964,4.0
44965,76.0
44966,55.0
44967,58.0
44968,96.0
44969,120.0
44970,21.0
44971,41.0
44972,34.0
44973,19.0
44974,29.0
44975,50.0
44976,67.0
44977,27.0
44978,26.0
44979,53.0
44980,27.0
44981,10.0
44982,1.0
44983,9.0
44984,59.0
44985,68.0
44986,1.0
44987,0.0
44988,10.0
44989,2.0
44990,2.0
44991,27.0
44992,21.0
44993,6.0
44994,36.0
44995,46.0
44996,40.0
44997,2.0
44998,65.0
44999,41.0
45000,32.0
45001,17.0
45002,23.0
45003,7.0
45004,7.0
45005,14.0
45006,12.0
45007,3.0
45008,5.0
45009,0.0
45010,8.0
45011,2.0
45012,23.0
45013,51.0
45014,14.0
45015,22.0
45016,11.0
45017,17.0
45018,1.0
45019,14.0
45020,4.0
45021,6.0
45022,11.0
45023,85.0
45024,7.0
45025,13.0
45026,5.0
45027,4.0
45028,20.0
45029,6.0
45030,0.0
45031,36.0
45032,4.0
45033,2.0
45034,10.0
45035,17.0
45036,6.0
45037,0.0
45038,8.0
45039,0.0
45040,19.0
45041,3.0
45042,0.0
45043,0.0
45044,7.0
45045,107.0
45046,60.0
45047,50.0
45048,95.0
45049,33.0
45050,51.0
45051,20.0
45052,127.0
45053,10.0
45054,6.0
45055,7.0
45056,1.0
45057,18.0
45058,0.0
45059,45.0
45060,19.0
45061,2.0
45062,3.0
45063,21.0
45064,54.0
45065,42.0
45066,14.0
45067,20.0
45068,3.0
45069,2.0
45070,7.0
45071,16.0
45072,1.0
45073,57.0
45074,6.0
45075,21.0
45076,44.0
45077,18.0
45078,24.0
45079,2.0
45080,1.0
45081,0.0
45082,2.0
45083,7.0
45084,0.0
45085,4.0
45086,3.0
45087,5.0
45088,0.0
45089,5.0
45090,1.0
45091,2.0
45092,5.0
45093,0.0
45094,0.0
45095,5.0
45096,0.0
45097,1.0
45098,4.0
45099,0.0
45100,3.0
45101,0.0
45102,0.0
45103,0.0
45104,1.0
45105,3.0
45106,0.0
45107,3.0
45108,0.0
45109,0.0
45110,3.0
45111,1.0
45112,4.0
45113,0.0
45114,3.0
45115,0.0
45116,0.0
45117,9.0
45118,68.0
45119,2934.0
45120,147.0
