,reference_count
21302,35
21303,20
21304,5
21305,11
21306,20
21307,18
21308,71
21309,22
21310,15
21311,35
21312,31
21313,5
21314,15
21315,6
21316,6
21317,2
21318,14
21319,35
21320,49
21321,42
21322,40
21323,33
21324,32
21325,23
21326,25
21327,34
21328,71
21329,34
21330,71
21331,89
21332,30
21333,89
21334,30
21335,55
21336,55
21337,42
21338,42
21339,61
21340,39
21341,61
21342,39
21343,0
21344,0
21345,94
21346,55
21347,94
21348,55
21349,16
21350,16
21351,35
21352,35
21353,25
21354,25
21355,48
21356,48
21357,22
21358,22
21359,19
21360,19
21361,15
21362,15
21363,42
21364,42
21365,132
21366,132
21367,10
21368,10
21369,25
21370,25
21371,8
21372,8
21373,13
21374,13
21375,21
21376,21
21377,57
21378,57
21379,5
21380,5
21381,9
21382,9
21383,9
21384,9
21385,8
21386,8
21387,2
21388,2
21389,58
21390,58
21391,33
21392,33
21393,8
21394,8
21395,128
21396,128
21397,28
21398,28
21399,16
21400,16
21401,29
21402,29
21403,34
21404,34
21405,45
21406,45
21407,28
21408,28
21409,31
21410,31
21411,117
21412,117
21413,77
21414,77
21415,45
21416,45
21417,24
21418,24
21419,23
21420,23
21421,24
21422,24
21423,26
21424,26
21425,31
21426,31
21427,48
21428,48
21429,61
21430,61
21431,26
21432,26
21433,37
21434,37
21435,31
21436,31
21437,14
21438,626
21439,14
21440,62
21441,626
21442,171
21443,171
21444,28
21445,28
21446,7
21447,7
21448,13
21449,13
21450,10
21451,10
21452,39
21453,39
21454,68
21455,68
21456,18
21457,18
21458,21
21459,21
21460,38
21461,38
21462,0
21463,0
21464,36
21465,36
21466,25
21467,25
21468,21
21469,21
21470,9
21471,9
21472,97
21473,97
21474,5
21475,5
21476,257
21477,257
21478,31
21479,31
21480,48
21481,48
21482,104
21483,104
21484,26
21485,26
21486,18
21487,18
21488,0
21489,0
21490,37
21491,37
21492,25
21493,25
21494,11
21495,11
21496,27
21497,27
21498,7
21499,7
21500,28
21501,28
21502,2
21503,2
21504,170
21505,170
21506,0
21507,0
21508,144
21509,144
21510,31
21511,31
21512,31
21513,31
21514,6
21515,6
21516,10
21517,10
21518,23
21519,23
21520,18
21521,18
21522,37
21523,37
21524,49
21525,49
21526,5
21527,5
21528,16
21529,16
21530,33
21531,33
21532,55
21533,55
21534,6
21535,6
21536,5
21537,5
21538,21
21539,21
21540,23
21541,23
21542,22
21543,22
21544,0
21545,0
21546,14
21547,14
21548,9
21549,9
21550,9
21551,9
21552,9
21553,9
21554,6
21555,6
21556,6
21557,6
21558,14
21559,14
21560,13
21561,13
21562,11
21563,11
21564,47
21565,47
21566,0
21567,0
21568,35
21569,35
21570,0
21571,0
21572,0
21573,0
21574,132
21575,132
21576,0
21577,0
21578,0
21579,0
21580,47
21581,47
21582,88
21583,88
21584,0
21585,0
21586,196
21587,196
21588,42
21589,42
21590,0
21591,0
21592,37
21593,37
21594,28
21595,28
21596,62
21597,62
21598,23
21599,23
21600,27
21601,27
21602,63
21603,63
21604,14
21605,14
21606,0
21607,0
21608,44
21609,44
21610,85
21611,85
21612,0
21613,0
21614,59
21615,59
21616,29
21617,29
21618,38
21619,38
21620,27
21621,27
21622,22
21623,22
21624,121
21625,121
21626,253
21627,253
21628,0
21629,0
21630,28
21631,28
21632,42
21633,42
21634,3
21635,3
21636,29
21637,29
21638,6
21639,6
21640,25
21641,25
21642,105
21643,105
21644,27
21645,27
21646,59
21647,59
21648,31
21649,31
21650,71
21651,71
21652,26
21653,26
21654,27
21655,27
21656,11
21657,11
21658,35
21659,35
21660,27
21661,27
21662,197
21663,197
21664,49
21665,6
21666,49
21667,6
21668,18
21669,18
21670,34
21671,34
21672,164
21673,164
21674,25
21675,25
21676,11
21677,11
21678,40
21679,40
21680,12
21681,12
21682,10
21683,10
21684,0
21685,0
21686,9
21687,9
21688,8
21689,8
21690,22
21691,22
21692,43
21693,43
21694,47
21695,47
21696,57
21697,57
21698,36
21699,36
21700,158
21701,158
21702,36
21703,36
21704,32
21705,32
21706,53
21707,53
21708,15
21709,15
21710,41
21711,41
21712,42
21713,42
21714,30
21715,30
21716,0
21717,0
21718,0
21719,0
21720,0
21721,0
21722,0
21723,0
21724,36
21725,36
21726,16
21727,16
21728,53
21729,53
21730,46
21731,46
21732,240
21733,240
21734,27
21735,27
21736,30
21737,30
21738,32
21739,32
21740,16
21741,16
21742,9
21743,9
21744,68
21745,68
21746,11
21747,11
21748,24
21749,24
21750,10
21751,10
21752,54
21753,54
21754,16
21755,16
21756,7
21757,7
21758,167
21759,167
21760,80
21761,80
21762,22
21763,22
21764,16
21765,16
21766,52
21767,52
21768,31
21769,31
21770,19
21771,19
21772,0
21773,0
21774,18
21775,18
21776,34
21777,34
21778,35
21779,35
21780,10
21781,10
21782,32
21783,32
21784,31
21785,31
21786,0
21787,0
21788,107
21789,107
21790,72
21791,72
21792,29
21793,29
21794,44
21795,44
21796,38
21797,38
21798,45
21799,45
21800,79
21801,79
21802,0
21803,0
21804,57
21805,57
21806,23
21807,23
21808,9
21809,9
21810,36
21811,36
21812,41
21813,41
21814,35
21815,35
21816,33
21817,33
21818,63
21819,63
21820,32
21821,32
21822,0
21823,0
21824,0
21825,0
21826,47
21827,47
21828,9
21829,9
21830,23
21831,23
21832,69
21833,69
21834,29
21835,45
21836,29
21837,45
21838,19
21839,0
21840,19
21841,0
21842,36
21843,36
21844,10
21845,10
21846,48
21847,48
21848,48
21849,133
21850,133
21851,0
21852,0
21853,22
21854,22
21855,11
21856,11
21857,61
21858,61
21859,29
21860,29
21861,8
21862,8
21863,33
21864,33
21865,144
21866,144
21867,12
21868,12
21869,32
21870,32
21871,61
21872,61
21873,36
21874,36
21875,26
21876,26
21877,33
21878,33
21879,205
21880,205
21881,40
21882,40
21883,52
21884,52
21885,12
21886,12
21887,23
21888,23
21889,24
21890,24
21891,24
21892,24
21893,153
21894,153
21895,12
21896,12
21897,31
21898,31
21899,42
21900,42
21901,41
21902,41
21903,26
21904,26
21905,96
21906,96
21907,0
21908,0
21909,33
21910,33
21911,30
21912,30
21913,15
21914,15
21915,34
21916,34
21917,41
21918,41
21919,25
21920,25
21921,38
21922,38
21923,64
21924,64
21925,22
21926,22
21927,44
21928,44
21929,27
21930,27
21931,13
21932,13
21933,27
21934,27
21935,49
21936,49
21937,49
21938,49
21939,48
21940,48
21941,15
21942,15
21943,11
21944,11
21945,24
21946,24
21947,50
21948,50
21949,7
21950,7
21951,41
21952,41
21953,51
21954,51
21955,52
21956,52
21957,0
21958,0
21959,0
21960,0
21961,0
21962,0
21963,8
21964,8
21965,27
21966,27
21967,51
21968,51
21969,179
21970,179
21971,98
21972,98
21973,26
21974,26
21975,60
21976,60
21977,56
21978,56
21979,70
21980,70
21981,42
21982,42
21983,33
21984,33
21985,0
21986,0
21987,34
21988,34
21989,0
21990,0
21991,17
21992,17
21993,25
21994,25
21995,11
21996,11
21997,16
21998,16
21999,0
22000,0
22001,0
22002,0
22003,68
22004,68
22005,31
22006,31
22007,0
22008,0
22009,45
22010,45
22011,12
22012,12
22013,0
22014,0
22015,8
22016,8
22017,48
22018,48
22019,9
22020,9
22021,0
22022,0
22023,26
22024,26
22025,20
22026,20
22027,10
22028,10
22029,43
22030,43
22031,65
22032,65
22033,18
22034,18
22035,30
22036,30
22037,53
22038,53
22039,0
22040,0
22041,65
22042,65
22043,16
22044,16
22045,10
22046,10
22047,17
22048,17
22049,0
22050,0
22051,5
22052,5
22053,10
22054,10
22055,46
22056,46
22057,6
22058,6
22059,0
22060,0
22061,10
22062,10
22063,27
22064,27
22065,101
22066,101
22067,0
22068,56
22069,56
22070,7
22071,7
22072,2
22073,2
22074,0
22075,0
22076,100
22077,100
22078,30
22079,30
22080,0
22081,9
22082,119
22083,119
22084,17
22085,17
22086,60
22087,60
22088,0
22089,0
22090,0
22091,10
22092,10
22093,31
22094,31
22095,55
22096,55
22097,20
22098,20
22099,79
22100,79
22101,30
22102,30
22103,57
22104,57
22105,318
22106,318
22107,31
22108,31
22109,5
22110,5
22111,31
22112,31
22113,27
22114,27
22115,0
22116,0
22117,138
22118,138
22119,0
22120,0
22121,90
22122,90
22123,121
22124,121
22125,187
22126,187
22127,0
22128,0
22129,17
22130,17
22131,26
22132,26
22133,50
22134,50
22135,0
22136,0
22137,32
22138,32
22139,13
22140,13
22141,20
22142,20
22143,49
22144,49
22145,0
22146,0
22147,0
22148,0
22149,0
22150,0
22151,50
22152,50
22153,25
22154,25
22155,7
22156,7
22157,29
22158,29
22159,12
22160,12
22161,3
22162,3
22163,31
22164,31
22165,29
22166,29
22167,0
22168,0
22169,18
22170,18
22171,37
22172,37
22173,0
22174,0
22175,0
22176,0
22177,36
22178,36
22179,27
22180,27
22181,0
22182,0
22183,83
22184,83
22185,9
22186,9
22187,31
22188,31
22189,10
22190,10
22191,0
22192,0
22193,43
22194,43
22195,7
22196,7
22197,58
22198,58
22199,0
22200,0
22201,24
22202,24
22203,16
22204,16
22205,15
22206,15
22207,26
22208,26
22209,25
22210,25
22211,25
22212,25
22213,9
22214,9
22215,13
22216,13
22217,25
22218,25
22219,30
22220,30
22221,15
22222,15
22223,9
22224,9
22225,37
22226,37
22227,27
22228,27
22229,35
22230,35
22231,0
22232,0
22233,17
22234,17
22235,33
22236,33
22237,39
22238,39
22239,32
22240,32
22241,22
22242,22
22243,28
22244,28
22245,0
22246,0
22247,24
22248,24
22249,52
22250,52
22251,32
22252,32
22253,38
22254,38
22255,24
22256,24
22257,18
22258,18
22259,21
22260,21
22261,17
22262,17
22263,57
22264,57
22265,20
22266,20
22267,22
22268,22
22269,30
22270,30
22271,38
22272,38
22273,49
22274,49
22275,31
22276,31
22277,7
22278,7
22279,9
22280,9
22281,14
22282,14
22283,23
22284,23
22285,16
22286,16
22287,22
22288,22
22289,18
22290,18
22291,12
22292,12
22293,7
22294,7
22295,8
22296,8
22297,18
22298,18
22299,17
22300,17
22301,25
22302,25
22303,39
22304,39
22305,12
22306,12
22307,31
22308,31
22309,0
22310,0
22311,19
22312,19
22313,12
22314,12
22315,294
22316,294
22317,0
22318,0
22319,45
22320,45
22321,20
22322,20
22323,8
22324,8
22325,22
22326,22
22327,24
22328,24
22329,68
22330,68
22331,289
22332,289
22333,27
22334,27
22335,44
22336,44
22337,25
22338,25
22339,46
22340,46
22341,106
22342,106
22343,13
22344,13
22345,38
22346,38
22347,16
22348,16
22349,182
22350,182
22351,0
22352,0
22353,27
22354,27
22355,26
22356,26
22357,22
22358,22
22359,13
22360,13
22361,33
22362,33
22363,45
22364,45
22365,0
22366,0
22367,26
22368,26
22369,36
22370,36
22371,0
22372,0
22373,0
22374,0
22375,0
22376,0
22377,53
22378,53
22379,34
22380,46
22381,73
22382,73
22383,73
22384,9
22385,61
22386,29
22387,25
22388,148
22389,46
22390,72
22391,42
22392,62
22393,56
22394,59
22395,18
22396,53
22397,15
22398,28
22399,46
22400,7
22401,60
22402,54
22403,65
22404,65
22405,37
22406,36
22407,0
22408,unknown
22409,30
22410,36
22411,27
22412,39
22413,52
22414,0
22415,60
22416,23
22417,35
22418,21
22419,48
22420,35
22421,40
22422,63
22423,46
22424,15
22425,48
22426,39
22427,40
22428,53
22429,32
22430,30
22431,12
22432,13
22433,57
22434,34
22435,31
22436,38
22437,20
22438,38
22439,0
22440,35
22441,15
22442,7
22443,23
22444,21
22445,40
22446,0
22447,44
22448,0
22449,35
22450,23
22451,20
22452,16
22453,10
22454,29
22455,24
22456,49
22457,36
22458,46
22459,44
22460,20
22461,33
22462,16
22463,27
22464,39
22465,8
22466,39
22467,5
22468,24
22469,32
22470,32
22471,29
22472,50
22473,28
22474,39
22475,34
22476,21
22477,30
22478,34
22479,0
22480,11
22481,34
22482,30
22483,31
22484,43
22485,5
22486,19
22487,41
22488,46
22489,24
22490,26
22491,20
22492,0
22493,19
22494,13
22495,36
22496,16
22497,53
22498,24
22499,48
22500,44
22501,29
22502,32
22503,24
22504,30
22505,0
22506,20
22507,30
22508,27
22509,26
22510,10
22511,25
22512,11
22513,28
22514,24
22515,45
22516,26
22517,10
22518,10
22519,7
22520,11
22521,29
22522,27
22523,14
22524,0
22525,24
22526,17
22527,4
22528,17
22529,18
22530,63
22531,20
22532,40
22533,52
22534,35
22535,57
22536,45
22537,29
22538,29
22539,57
22540,57
22541,405
22542,405
22543,22
22544,22
22545,41
22546,41
22547,25
22548,25
22549,42
22550,42
22551,47
22552,47
22553,38
22554,38
22555,28
22556,28
22557,23
22558,23
22559,36
22560,36
22561,38
22562,38
22563,32
22564,32
22565,37
22566,37
22567,44
22568,44
22569,166
22570,166
22571,35
22572,35
22573,28
22574,28
22575,31
22576,31
22577,14
22578,14
22579,52
22580,52
22581,44
22582,44
22583,46
22584,46
22585,206
22586,206
22587,98
22588,98
22589,53
22590,53
22591,38
22592,38
22593,32
22594,32
22595,39
22596,39
22597,31
22598,31
22599,63
22600,63
22601,29
22602,29
22603,64
22604,64
22605,34
22606,34
22607,43
22608,43
22609,45
22610,45
22611,66
22612,66
22613,17
22614,17
22615,17
22616,17
22617,45
22618,45
22619,33
22620,33
22621,64
22622,64
22623,28
22624,28
22625,36
22626,36
22627,44
22628,44
22629,52
22630,52
22631,39
22632,39
22633,132
22634,132
22635,52
22636,52
22637,36
22638,36
22639,35
22640,35
22641,30
22642,30
22643,33
22644,33
22645,32
22646,32
22647,37
22648,37
22649,34
22650,34
22651,28
22652,28
22653,41
22654,41
22655,45
22656,45
22657,37
22658,37
22659,47
22660,47
22661,81
22662,81
22663,42
22664,42
22665,28
22666,28
22667,70
22668,70
22669,69
22670,69
22671,34
22672,34
22673,23
22674,23
22675,31
22676,31
22677,49
22678,49
22679,42
22680,42
22681,29
22682,29
22683,40
22684,40
22685,35
22686,35
22687,224
22688,224
22689,70
22690,70
22691,166
22692,166
22693,32
22694,32
22695,15
22696,15
22697,37
22698,37
22699,45
22700,45
22701,46
22702,46
22703,55
22704,55
22705,59
22706,59
22707,11
22708,11
22709,19
22710,19
22711,25
22712,25
22713,15
22714,15
22715,45
22716,45
22717,51
22718,51
22719,32
22720,32
22721,30
22722,30
22723,58
22724,58
22725,71
22726,71
22727,35
22728,35
22729,54
22730,54
22731,21
22732,21
22733,26
22734,26
22735,30
22736,30
22737,25
22738,25
22739,92
22740,92
22741,40
22742,40
22743,58
22744,58
22745,79
22746,79
22747,36
22748,36
22749,46
22750,46
22751,42
22752,42
22753,31
22754,31
22755,65
22756,65
22757,37
22758,37
22759,51
22760,51
22761,37
22762,37
22763,26
22764,26
22765,33
22766,33
22767,33
22768,33
22769,23
22770,23
22771,96
22772,31
22773,96
22774,67
22775,67
22776,22
22777,22
22778,21
22779,21
22780,29
22781,29
22782,27
22783,27
22784,85
22785,85
22786,43
22787,43
22788,43
22789,43
22790,50
22791,50
22792,53
22793,53
22794,43
22795,43
22796,51
22797,36
22798,51
22799,36
22800,38
22801,62
22802,38
22803,62
22804,44
22805,44
22806,33
22807,33
22808,48
22809,48
22810,35
22811,35
22812,37
22813,37
22814,10
22815,10
22816,18
22817,18
22818,41
22819,41
22820,47
22821,47
22822,26
22823,26
22824,21
22825,21
22826,22
22827,22
22828,34
22829,34
22830,31
22831,31
22832,39
22833,39
22834,50
22835,50
22836,20
22837,20
22838,36
22839,36
22840,37
22841,37
22842,22
22843,22
22844,44
22845,44
22846,31
22847,31
22848,63
22849,63
22850,41
22851,41
22852,79
22853,79
22854,31
22855,31
22856,47
22857,47
22858,21
22859,21
22860,47
22861,47
22862,44
22863,44
22864,35
22865,35
22866,40
22867,40
22868,34
22869,34
22870,50
22871,50
22872,57
22873,57
22874,44
22875,44
22876,51
22877,51
22878,50
22879,50
22880,40
22881,40
22882,56
22883,56
22884,27
22885,27
22886,45
22887,45
22888,46
22889,46
22890,51
22891,51
22892,52
22893,52
22894,36
22895,36
22896,29
22897,29
22898,36
22899,36
22900,46
22901,46
22902,55
22903,55
22904,61
22905,61
22906,33
22907,33
22908,26
22909,26
22910,48
22911,48
22912,32
22913,32
22914,42
22915,42
22916,69
22917,69
22918,27
22919,27
22920,61
22921,61
22922,48
22923,48
22924,108
22925,108
22926,347
22927,347
22928,33
22929,33
22930,51
22931,51
22932,31
22933,31
22934,58
22935,58
22936,84
22937,84
22938,65
22939,65
22940,210
22941,210
22942,94
22943,94
22944,36
22945,36
22946,56
22947,56
22948,60
22949,60
22950,38
22951,38
22952,39
22953,39
22954,90
22955,90
22956,30
22957,30
22958,58
22959,58
22960,237
22961,237
22962,20
22963,20
22964,46
22965,46
22966,55
22967,55
22968,47
22969,47
22970,28
22971,28
22972,268
22973,268
22974,265
22975,265
22976,16
22977,16
22978,14
22979,14
22980,89
22981,89
22982,16
22983,16
22984,53
22985,53
22986,37
22987,37
22988,43
22989,43
22990,0
22991,0
22992,44
22993,44
22994,105
22995,105
22996,70
22997,70
22998,16
22999,16
23000,0
23001,0
23002,55
23003,55
23004,64
23005,64
23006,20
23007,20
23008,38
23009,38
23010,43
23011,43
23012,24
23013,24
23014,117
23015,117
23016,46
23017,46
23018,26
23019,26
23020,25
23021,25
23022,28
23023,28
23024,68
23025,68
23026,44
23027,44
23028,81
23029,81
23030,55
23031,55
23032,46
23033,46
23034,90
23035,90
23036,60
23037,60
23038,43
23039,43
23040,26
23041,26
23042,23
23043,23
23044,36
23045,36
23046,39
23047,39
23048,53
23049,53
23050,19
23051,19
23052,47
23053,47
23054,0
23055,0
23056,23
23057,23
23058,22
23059,22
23060,97
23061,97
23062,48
23063,48
23064,65
23065,65
23066,81
23067,81
23068,25
23069,25
23070,83
23071,83
23072,74
23073,74
23074,29
23075,29
23076,26
23077,26
23078,67
23079,67
23080,23
23081,23
23082,59
23083,59
23084,41
23085,41
23086,20
23087,20
23088,23
23089,23
23090,91
23091,91
23092,10
23093,10
23094,39
23095,39
23096,8
23097,8
23098,0
23099,0
23100,70
23101,70
23102,51
23103,51
23104,0
23105,0
23106,23
23107,23
23108,36
23109,36
23110,66
23111,66
23112,46
23113,46
23114,20
23115,20
23116,28
23117,28
23118,27
23119,27
23120,40
23121,38
23122,43
23123,29
23124,44
23125,35
23126,34
23127,31
23128,63
23129,47
23130,29
23131,65
23132,14
23133,10
23134,56
23135,32
23136,70
23137,28
23138,8
23139,13
23140,16
23141,47
23142,26
23143,37
23144,26
23145,41
23146,48
23147,59
23148,28
23149,65
23150,39
23151,73
23152,43
23153,24
23154,61
23155,37
23156,35
23157,56
23158,35
23159,463
23160,70
23161,52
23162,60
23163,18
23164,19
23165,17
23166,5
23167,67
23168,7
23169,50
23170,29
23171,8
23172,17
23173,46
23174,5
23175,29
23176,41
23177,24
23178,26
23179,79
23180,16
23181,unknown
23182,76
23183,31
23184,81
23185,47
23186,22
23187,53
23188,23
23189,36
23190,68
23191,54
23192,32
23193,53
23194,54
23195,66
23196,34
23197,42
23198,0
23199,62
23200,54
23201,40
23202,24
23203,47
23204,35
23205,26
23206,29
23207,56
23208,23
23209,39
23210,46
23211,42
23212,32
23213,17
23214,36
23215,22
23216,30
23217,113
23218,42
23219,74
23220,35
23221,42
23222,24
23223,26
23224,44
23225,44
23226,18
23227,64
23228,39
23229,69
23230,36
23231,29
23232,68
23233,28
23234,23
23235,37
23236,39
23237,49
23238,42
23239,27
23240,18
23241,41
23242,31
23243,43
23244,54
23245,239
23246,43
23247,40
23248,73
23249,47
23250,53
23251,55
23252,0
23253,46
23254,28
23255,53
23256,49
23257,10
23258,10
23259,15
23260,46
23261,43
23262,38
23263,31
23264,60
23265,39
23266,10
23267,36
23268,32
23269,42
23270,56
23271,46
23272,60
23273,21
23274,227
23275,31
23276,194
23277,36
23278,80
23279,29
23280,72
23281,23
23282,26
23283,59
23284,43
23285,37
23286,65
23287,20
23288,134
23289,38
23290,59
23291,33
23292,28
23293,156
23294,27
23295,148
23296,34
23297,73
23298,76
23299,28
23300,266
23301,9
23302,37
23303,47
23304,48
23305,40
23306,38
23307,33
23308,46
23309,43
23310,24
23311,27
23312,79
23313,63
23314,52
23315,37
23316,46
23317,18
23318,10
23319,46
23320,27
23321,32
23322,69
23323,102
23324,34
23325,37
23326,94
23327,130
23328,65
23329,66
23330,38
23331,67
23332,44
23333,23
23334,59
23335,49
23336,67
23337,69
23338,28
23339,57
23340,33
23341,60
23342,26
23343,50
23344,12
23345,40
23346,105
23347,40
23348,30
23349,30
23350,79
23351,98
23352,121
23353,59
23354,47
23355,34
23356,0
23357,79
23358,14
23359,51
23360,15
23361,51
23362,94
23363,26
23364,34
23365,26
23366,50
23367,37
23368,35
23369,58
23370,37
23371,65
23372,54
23373,39
23374,38
23375,223
23376,47
23377,46
23378,77
23379,34
23380,41
23381,47
23382,173
23383,43
23384,36
23385,67
23386,74
23387,78
23388,33
23389,91
23390,38
23391,65
23392,80
23393,34
23394,49
23395,61
23396,11
23397,55
23398,45
23399,46
23400,12
23401,41
23402,65
23403,39
23404,50
23405,58
23406,66
23407,46
23408,277
23409,38
23410,91
23411,53
23412,31
23413,42
23414,57
23415,63
23416,70
23417,47
23418,40
23419,51
23420,33
23421,45
23422,84
23423,28
23424,43
23425,23
23426,25
23427,148
23428,25
23429,198
23430,39
23431,72
23432,44
23433,87
23434,53
23435,29
23436,0
23437,19
23438,17
23439,37
23440,15
23441,46
23442,53
23443,18
23444,45
23445,16
23446,39
23447,32
23448,39
23449,44
23450,40
23451,32
23452,47
23453,25
23454,37
23455,34
23456,13
23457,36
23458,18
23459,23
23460,18
23461,43
23462,35
23463,40
23464,47
23465,15
23466,50
23467,34
23468,29
23469,18
23470,31
23471,34
23472,44
23473,49
23474,144
23475,47
23476,26
23477,39
23478,58
23479,18
23480,65
23481,39
23482,56
23483,36
23484,22
23485,60
23486,25
23487,66
23488,81
23489,38
23490,54
23491,84
23492,55
23493,30
23494,41
23495,29
23496,61
23497,42
23498,54
23499,39
23500,29
23501,70
23502,43
23503,34
23504,51
23505,40
23506,25
23507,10
23508,40
23509,44
23510,29
23511,31
23512,66
23513,23
23514,29
23515,95
23516,57
23517,26
23518,39
23519,34
23520,21
23521,23
23522,14
23523,29
23524,31
23525,47
23526,23
23527,50
23528,48
23529,43
23530,120
23531,22
23532,41
23533,30
23534,46
23535,70
23536,91
23537,39
23538,23
23539,51
23540,35
23541,43
23542,34
23543,86
23544,44
23545,47
23546,16
23547,97
23548,48
23549,73
23550,64
23551,45
23552,36
23553,60
23554,35
23555,19
23556,24
23557,44
23558,30
23559,17
23560,42
23561,39
23562,53
23563,6
23564,45
23565,122
23566,80
23567,42
23568,9
23569,52
23570,33
23571,36
23572,51
23573,14
23574,74
23575,45
23576,48
23577,10
23578,24
23579,39
23580,46
23581,55
23582,50
23583,58
23584,43
23585,52
23586,42
23587,139
23588,27
23589,70
23590,20
23591,64
23592,77
23593,21
23594,47
23595,33
23596,50
23597,65
23598,45
23599,70
23600,35
23601,0
23602,81
23603,103
23604,0
23605,34
23606,56
23607,11
23608,35
23609,41
23610,34
23611,54
23612,26
23613,43
23614,26
23615,30
23616,9
23617,15
23618,61
23619,6
23620,24
23621,27
23622,51
23623,69
23624,62
23625,37
23626,49
23627,93
23628,186
23629,56
23630,23
23631,52
23632,27
23633,42
23634,54
23635,34
23636,37
23637,52
23638,29
23639,49
23640,47
23641,48
23642,78
23643,42
23644,52
23645,24
23646,15
23647,33
23648,34
23649,12
23650,45
23651,53
23652,29
23653,50
23654,63
23655,46
23656,21
23657,25
23658,26
23659,36
23660,30
23661,29
23662,56
23663,70
23664,28
23665,69
23666,65
23667,68
23668,76
23669,40
23670,87
23671,14
23672,56
23673,38
23674,40
23675,38
23676,36
23677,58
23678,27
23679,31
23680,16
23681,38
23682,73
23683,34
23684,41
23685,47
23686,39
23687,56
23688,25
23689,47
23690,49
23691,40
23692,42
23693,99
23694,60
23695,37
23696,53
23697,46
23698,48
23699,66
23700,42
23701,44
23702,29
23703,43
23704,86
23705,54
23706,90
23707,54
23708,30
23709,60
23710,54
23711,67
23712,41
23713,30
23714,28
23715,38
23716,8
23717,30
23718,120
23719,54
23720,26
23721,41
23722,46
23723,35
23724,22
23725,58
23726,33
23727,41
23728,26
23729,36
23730,33
23731,21
23732,43
23733,63
23734,70
23735,47
23736,67
23737,43
23738,53
23739,46
23740,61
23741,90
23742,32
23743,68
23744,90
23745,19
23746,38
23747,42
23748,39
23749,36
23750,52
23751,61
23752,51
23753,30
23754,47
23755,40
23756,73
23757,54
23758,0
23759,66
23760,29
23761,203
23762,112
23763,35
23764,0
23765,24
23766,262
23767,43
23768,46
23769,77
23770,48
23771,42
23772,51
23773,44
23774,49
23775,49
23776,35
23777,63
23778,39
23779,8
23780,14
23781,8
23782,9
23783,8
23784,52
23785,43
23786,15
23787,234
23788,19
23789,23
23790,44
23791,24
23792,29
23793,26
23794,48
23795,49
23796,24
23797,30
23798,420
23799,28
23800,56
23801,46
23802,31
23803,45
23804,91
23805,53
23806,31
23807,31
23808,62
23809,162
23810,125
23811,70
23812,59
23813,0
23814,67
23815,29
23816,14
23817,17
23818,6
23819,31
23820,73
23821,24
23822,21
23823,36
23824,29
23825,38
23826,56
23827,67
23828,223
23829,67
23830,34
23831,33
23832,32
23833,38
23834,44
23835,167
23836,27
23837,16
23838,54
23839,60
23840,60
23841,66
23842,24
23843,24
23844,24
23845,27
23846,27
23847,50
23848,34
23849,18
23850,88
23851,29
23852,34
23853,88
23854,26
23855,34
23856,33
23857,84
23858,29
23859,28
23860,29
23861,37
23862,54
23863,38
23864,21
23865,26
23866,38
23867,32
23868,38
23869,27
23870,29
23871,60
23872,43
23873,32
23874,47
23875,58
23876,46
23877,35
23878,36
23879,38
23880,26
23881,28
23882,49
23883,70
23884,672
23885,116
23886,38
23887,44
23888,29
23889,50
23890,67
23891,43
23892,77
23893,40
23894,173
23895,22
23896,24
23897,25
23898,26
23899,29
23900,57
23901,24
23902,59
23903,65
23904,47
23905,55
23906,72
23907,0
23908,0
23909,0
23910,12
23911,15
23912,17
23913,42
23914,45
23915,46
23916,48
23917,62
23918,11
23919,35
23920,37
23921,33
23922,43
23923,61
23924,39
23925,40
23926,42
23927,39
23928,96
23929,49
23930,39
23931,25
23932,17
23933,43
23934,17
23935,24
23936,38
23937,47
23938,56
23939,36
23940,160
23941,23
23942,28
23943,45
23944,56
23945,81
23946,27
23947,9
23948,35
23949,38
23950,0
23951,42
23952,47
23953,70
23954,56
23955,23
23956,28
23957,32
23958,35
23959,296
23960,460
23961,39
23962,35
23963,32
23964,32
23965,35
23966,33
23967,29
23968,57
23969,37
23970,27
23971,31
23972,31
23973,33
23974,37
23975,37
23976,62
23977,35
23978,53
23979,70
23980,168
23981,51
23982,229
23983,338
23984,376
23985,49
23986,33
23987,0
23988,20
23989,24
23990,30
23991,50
23992,23
23993,25
23994,26
23995,37
23996,84
23997,40
23998,41
23999,19
24000,27
24001,24
24002,18
24003,34
24004,35
24005,40
24006,81
24007,28
24008,34
24009,38
24010,38
24011,43
24012,45
24013,46
24014,50
24015,59
24016,70
24017,46
24018,75
24019,13
24020,45
24021,16
24022,17
24023,25
24024,32
24025,66
24026,7
24027,9
24028,26
24029,54
24030,40
24031,73
24032,7
24033,46
24034,44
24035,206
24036,25
24037,30
24038,50
24039,25
24040,17
24041,38
24042,26
24043,37
24044,0
24045,22
24046,22
24047,24
24048,18
24049,51
24050,29
24051,40
24052,43
24053,22
24054,149
24055,13
24056,87
24057,59
24058,30
24059,55
24060,30
24061,0
24062,25
24063,67
24064,36
24065,40
24066,55
24067,8
24068,13
24069,15
24070,16
24071,25
24072,33
24073,34
24074,78
24075,29
24076,26
24077,477
24078,23
24079,28
24080,26
24081,16
24082,47
24083,50
24084,36
24085,21
24086,32
24087,43
24088,46
24089,49
24090,53
24091,35
24092,62
24093,26
24094,41
24095,38
24096,243
24097,30
24098,33
24099,53
